ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Site Name,Discount,Additional Discounts,Feedback
"Dell Inspiron 3525 Laptop, AMD Athlon Silver 3050U, Win 11 + MSO'21, 8GB GDDR4, 256Gb SSD, Radeon Graphics, 15.6"" (39.62Cms) HD Anti-Glare (D560766Win9Be, 1.68Kgs)",3.9,0,0,"32,700","46,236",Amazon,36% off,Flat INR 500 Off on SBI Cards,Positive
"Honor MagicBook X 14, Intel Core i5-10210U 14 inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 10/1.38Kg), Gray, (NobleBR-WAH9E)",4.3,0,0,"42,490","64,999",Amazon,26% off,10% Off on SBI Credit Cards,Positive
"HP 15- AMD Ryzen 3-3250U 15.6 inch(39.6 cm) FHD,Micro-Edge, Thin & Light Laptop (8 GB RAM/1TB HDD + 256GB SSD/ AMD Radeon™ Graphics/ Win11/MS Office/1.74 kg (15s-gr0012AU)",4.2,580,131,"37,990","48,294",Amazon,20% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS VivoBook 14 (2021), 14-inch (35.56 cm) HD, Intel Core i3-1005G1 10th Gen, Thin and Light Laptop (8GB/256GB SSD/Office 2021/Windows 11/Integrated Graphics/Grey/1.6 kg), X415JA-BV311WS",4.1,7048,978,"31,390","46,990",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 3 Intel Core i3 10th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/1TB HDD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WB018YIN",3.6,3369,769,"32,990","56,590",Amazon,24% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook Pro 14 OLED 2021, 14""(35cm) 2.8K OLED 90Hz, Intel Core i5-11300H 11th Gen, Laptop (16GB/512GB SSD/Office 2021/Windows 11 Home /Iris Xe Graphics/1.4 kg) K3400PA-KM502WS",4.3,0,0,"65,990","90,990",Amazon,40% off,Flat INR 500 Off on SBI Cards,Positive
"Acer Extensa Intel Core i3 11th Gen Intel Core i3 15.6"" (39.6 cms) Laptop - (4 GB/256 GB SSD/Windows 11 Home/Intel UHD Graphics /1.7Kg/Black) EX215-54",0,2067,395,"29,990","39,990",Amazon,59% off,Save extra with No Cost EMI,Negative
"ASUS VivoBook 14 (2021), Intel Core i5-1035G1 10th Gen, 14-inch (35.56 cms) FHD Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11/Integrated Graphics/Silver/1.6 Kg), X415JA-EB521WS",3,71,15,"46,990","64,990",Amazon,37% off,10% Off on SBI Credit Cards,Positive
"HP 14s 11th Gen Intel Core i3- 8GB RAM/256GB SSD 14inch(35.6 cm) FHD, Micro-Edge,Anti-Glare,IPS Display/UHD Graphics/ Windows 11 Home/ Ms Office/ Alexa Built-in/ 1.46Kg/ 14s-Dy2506Tu",4.2,13350,2628,"35,990","48,933",Amazon,39% off,Flat INR 2000 Off on SBICards,Positive
"HP 14s, 5th Gen AMD Ryzen 3- 8GB RAM/512GB SSD 14 inches(35cm) Laptop, FHD IPS Micro-Edge Display/ Backlit Keyboard/Alexa/Windows 11/Fast Charge/Radeon Graphics/1.46Kg/Natural Silver) -14s-fq1089AU",4.2,0,0,"37,490","50,597",Amazon,35% off,Flat INR 500 Off on SBI Cards,Positive
Mi Notebook Pro QHD+ IPS Anti Glare Display Intel Core i5-11300H 11th Gen 14 inches(35.56 cms) Thin & Light Laptop (8GB/512GB SSD/Iris Xe Graphics/Windows 11/MS Office 21/Backlit KB/FP Sensor/1.4 Kg),4.3,1111,115,"52,990","69,999",Amazon,29% off,Save extra with No Cost EMI,Positive
"(Renewed) Lenovo Latitude Laptop X260 Intel Core i3 - 6100u Processor 6th Gen, 8 GB Ram & 128 GB SSD, 12.5 Inches (Ultra Slim & Feather Light 1.4KG) Notebook Computer",4,323,34,"19,589","30,000",Amazon,43% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.65Kg), 82H802FJIN",4.1,0,0,"38,990","66,590",Amazon,15% off,10% Off on SBI Credit Cards,Positive
"HP 14s, AMD Ryzen 5-5500U 14 inches(35cm) FHD, IPS, Micro-Edge Display Laptop (8GB RAM/512GB SSD /Radeon Graphics/Windows 11/Alexa/Backlit Keyboard/MS Office/1.46kg, 14s-fq1092au)",4.3,0,0,"46,990","57,042",Amazon,23% off,10% Off on SBI Credit Cards,Positive
Lenovo E41-55 AMD 14-inch (35.56cm) HD Thin and Light Laptop (AMD Athlon Pro 3045B / 8GB RAM/ 1TB HDD/Windows 11 /Integrated AMD Radeon Graphics/Iron Grey/ 1.59 kg),3.8,1140,166,"24,999","65,999",Amazon,8% off,Flat INR 2000 Off on SBICards,Positive
Mi Notebook Ultra 3K Resolution Display Intel Core I5-11300H 11Th Gen 15.6 Inches Thin Light Laptop (8Gb/512Gb Ssd/Iris Xe Graphics/Windows 11 Home/Ms Office 21/Backlit Kb/Fingerprint Sensor/1.7Kg),4.2,120,12,"52,990","71,999",Amazon,19% off,Flat INR 2000 Off on SBICards,Positive
"Dell Inspiron 3511 Laptop, Intel i5-1135G7, 8GB DDR4 & 1TB + 256GB SSD, Win 11 + MSO'21, 15.6"" (39.62Cms) FHD WVA AG, Carbon Black (D560803WIN9B, 1.8Kgs)",0,803,100,"54,500","72,801",Amazon,32% off,Flat INR 500 Off on SBI Cards,Negative
"Dell Vostro 3420 Laptop, Intel i3-1115G4, 8GB DDR4 & 512GB SSD, Win 11 + MSO'21, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Carbon Black (D552276WIN9BE, 1.48Kgs)",3.6,0,0,"39,990","56,578",Amazon,84% off,No Discounts,Positive
"Redmi Book Pro Intel Core i5 11th Gen H Series 15.6-inch(39.62 cms) Thin and Light Laptop (8GB/512 GB SSD/Windows 10 Home) (Charcoal Gray, 1.8 kg, with MS Office)",4,0,0,"39,990","59,999",Amazon,14% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 3250U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R10049IN",2,0,0,"31,490","54,490",Amazon,19% off,10% Off on SBI Credit Cards,Negative
"HP 15s AMD Ryzen 3- 5300U 15.6inch(39.6cm) FHD Laptop (8GB RAM/512GB SSD, Micro-Edge, Anti-Glare Display/Radeon Graphics/Windows 11 Home/Alexa/Dual Speakers/Ms Office/1.69Kg, 15s-Eq2143au)",4.2,0,0,"38,190","49,446",Amazon,84% off,No Discounts,Positive
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Thin & Light Laptop (8GB/256GB SDD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.5Kg), 81X700CWIN",4.1,216,28,"34,990","62,390",Amazon,30% off,Flat INR 500 Off on SBI Cards,Positive
"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display",4.5,0,0,"29,990","47,999",Amazon,36% off,Flat INR 500 Off on SBICards,Positive
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/2Yr Warranty/Arctic Grey/1.65Kg), 82KU017KIN",4.2,0,0,"45,990","68,490",Amazon,39% off,Flat INR 2000 Off on SBICards,Positive
"HP 15s- Ryzen 5- 8GB RAM/512GB SSD 15.6 Inches(39cm) FHD, Micro-Edge, Anti-Glare Display (Natural Silver/AMD Radeon Graphics/Alexa/Dual Speakers/Fast Charge/Windows 11/MS Office), 15s-eq2144au",4.2,0,0,"46,490","55,899",Amazon,41% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS Vivobook 15, 15.6-inch (39.62 cms) FHD, AMD Ryzen 7 3700U, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), M515DA-BQ722WS",4.5,0,0,"44,549","74,990",Amazon,21% off,Flat INR 500 Off on SBI Cards,Positive
Mi Notebook Pro QHD+ IPS Anti Glare Display Intel Core i5-11300H 11th Gen 14 inches(35.56 cms) Thin & Light Laptop (8GB/512GB SSD/Iris Xe Graphics/Windows 11/MS Office 21/Backlit KB/FP Sensor/1.4 Kg),4.3,834,152,"52,990","69,999",Amazon,30% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS VivoBook 15 (2021) Intel Core i3-10110U 10th Gen, 15.6""(39.62cms) FHD Thin and Light Laptop (8GB RAM/1TB HDD/Windows 10/Office 2019/Slate Grey/1.8 Kg), X515FA-EJ311TS",3.3,0,0,"30,990","49,990",Amazon,42% off,10% Off on SBI Credit Cards,Positive
"HP 15s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 15.6-inch(39.6 cm) FHD, Micro-Edge, Anti-Glare Display/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MS Office 2021/1.69 Kg, 15s-fq2673TU",4.5,0,0,"39,990","51,812",Amazon,18% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook 14 (2021), 14-inch (35.56 cm) FHD, Intel Core i5-1035G1 10th Gen, Thin and Light Laptop (8GB/1TB HDD/Office 2021/Windows 11/Integrated Graphics/Silver/1.6 kg), X415JA-EB501WS",3.2,3400,363,"39,990","61,990",Amazon,25% off,Flat INR 500 Off on SBI Cards,Positive
Redmi Book 15 Intel Core I3 11Th Gen/8 Gb/256 Gb Ssd/Windows 11 Home/15.6 Inches (39.62 Cms) Fhd Anti Glare/Ms Office/Charcoal Gray/1.8 Kg Thin and Light Laptop,3.8,560,41,"31,990","51,999",Amazon,38% off,10% Off on SBI Credit Cards,Positive
"Acer Extensa Intel Core i3 11th Gen Intel Core i3 15.6"" (39.6 cms) Laptop - (8 GB/512 GB SSD/Windows 11 Home/Intel UHD Graphics /1.7Kg/Black) EX215-54",3.8,247,26,"33,290","41,999",Amazon,8% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 14'' (35.56cm) HD Thin & Light Laptop (4GB/256GB SSD/Windows 11/MS Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.5Kg), 81WH007KIN",3.9,0,0,"27,490","34,990",Amazon,39% off,10% Off on SBI Credit Cards,Positive
"ASUS ROG Strix G17, 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7 4800H, RTX 3050 Ti 4GB Graphics, Gaming Laptop (16GB/1TB SSD/Windows 11//Gray/2.4 kg), G713IE-HX040W",0,0,0,"89,990","1,21,990",Amazon,36% off,Flat INR 500 Off on SBI Cards,Negative
"( Renewed ) HP PROBOOK 650 G2 Core i3 6th Generation | 4Gb Ram | 500 Gb Hdd | 15.6"" Bright View Led Screen With Numeric Keypad | Wifi | Webcam & Mic | Windows 10 | ( 6 Months Onsite Pick up Warranty )",0,0,0,"20,999","59,999",Amazon,36% off,Flat INR 500 Off on SBI Cards,Negative
"(Renewed) Dell Intel 5th Gen Core i5 5300U 14-Inch (35.56 cms) Laptop (8 GB/256 GB SSD/Windows 10/Intel HD Graphics/Black/), Latitude E5450",3.6,1937,373,"25,144","90,000",Amazon,29% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS TUF Gaming F15 (2021), 15.6"" (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, GTX 1650 4GB Graphics, Gaming Laptop (8GB RAM/512GB NVMe SSD/Windows 11/Black/2.30 Kg), FX506LH-HN258W",4.2,0,0,"57,990","74,990",Amazon,23% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01H9IN",4.2,167,24,"62,700","1,01,390",Amazon,25% off,10% Off on SBI Credit Cards,Positive
Mi Notebook Ultra 3.2K Resolution Display Intel Core I5-11300H 11Th Gen 15.6 Inches Thin Light Laptop(16Gb/512Gb Ssd/Iris Xe Graphics/Windows 11 Home/Ms Office 21/Backlit Kb/Fingerprint Sensor/1.7Kg),4.2,0,0,"59,990","76,999",Amazon,36% off,No Discounts,Positive
Mi Notebook Pro Qhd+ IPS Anti Glare Display Intel Core I5-11300H 11Th Gen 14 Inches Thin & Light Laptop (16Gb/512Gb Ssd/Iris Xe Graphics/Windows 11 Home/Ms Office 21/Backlit Kb/Fp Sensor/1.4 Kg),4.3,0,0,"57,990","74,999",Amazon,23% off,Flat INR 500 Off on SBI Cards,Positive
"HP 15, 11th Gen Intel Core i5-8GB RAM/512GB SSD 15.6 inches(39cm) Laptop, FHD, IPS, Micro-Edge, Anti-Glare Display/Intel Iris Xe Graphics/Alexa Built- in/Windows 11 Home/1.75kg, 15s-du3517TU",4.2,175,17,"57,000","70,171",Amazon,29% off,10% Off on SBI Credit Cards,Positive
"HP 15s- 11th Gen Intel Core i5 -8GB RAM/512GB SSD/32Gb Intel Optane Memory 15.6inch(39.6cm) FHD, Micro-Edge Display (Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11 Home/Ms Office), 15s- Fq4022TU",4.1,83,11,"50,099","63,020",Amazon,22% off,No Discounts,Positive
Mi Notebook Pro Qhd+ IPS Anti Glare Display Intel Core I5-11300H 11Th Gen 14 Inches Thin & Light Laptop (16Gb/512Gb Ssd/Iris Xe Graphics/Windows 11 Home/Ms Office 21/Backlit Kb/Fp Sensor/1.4 Kg),4.3,465,41,"57,990","74,999",Amazon,49% off,No Discounts,Positive
"Dell Vostro 3420 Laptop, Intel i5-1135G7, 8GB DDR4 & 512GB SSD, Win 11 + MSO'21, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Carbon Black (D552281WIN9BE, 1.48Kgs)",4.2,0,0,"51,990","67,486",Amazon,32% off,Flat INR 500 Off on SBI Cards,Positive
"HP 247 G8 Laptop (AMD Athlon P-3045B HD/ 14 inches(35.5cm) HD /8GB RAM DDR4 /1TB HDD /Windows 11 Home/ W11 SL)One Year Warranty, Black, 67U77PA)",3.5,1192,154,"28,490","42,999",Amazon,7% off,No Discounts,Positive
"HP 15s-Ryzen 3 5300U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) FHD, Micro-Edge, Anti-Glare Display/AMD Radeon Graphics/Dual Speakers/Windows 11 Home/Alexa/MS Office/Fast Charge/Silver/1.69Kg, 15S-Ey2000AU",4,0,0,"34,490","47,873",Amazon,44% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS TUF Gaming A17, 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB RTX 3050 Graphics, Gaming Laptop (8GB/1TB SSD/Windows 11//Black/2.60 Kg), FA706IC-HX055W",0,0,0,"74,990","1,07,990",Amazon,17% off,No Discounts,Negative
"Acer Extensa 15 Thin & Light Intel Processor Pentium Silver N5030 15.6 inches(39.6cm) Business Laptop (4GB RAM/1TB HDD/Windows 10 Home/Integrated Graphic Card/Black/1.9 Kg, EX215-31)",3.3,0,0,"24,999","44,990",Amazon,22% off,10% Off on SBI Credit Cards,Positive
"Hp 15S 11Th Gen Intel Core I5 15.6 Inches Fhd Anti-Glare Display Laptop (8Gb Ram/512Gb Ssd Micro-Edge/Iris Xe Graphics/Backlit Keyboard/Windows 11 Home/Alexa/Dual Speakers/Mso, 15S- Fq4021Tu, 1.69Kg)",4.1,0,0,"55,300","70,171",Amazon,20% off,No Discounts,Positive
"Hp 15S-11Th Gen Intel Core I3 - 8Gb Ram/256Gb Ssd 15.6 Inches (39.6Cm) Fhd,Micro-Edge, Anti-Glare Display (Uhd Graphics/Alexa/Dual Speakers/Fast Charge/Windows 11 Home/Ms Office), 15S- Fq2626Tu",4.2,424,41,"38,650","50,900",Amazon,28% off,10% Off on SBI Credit Cards,Positive
"Acer Extensa Intel Core i3 11th Gen Intel Core i3 15.6"" (39.6 cms) Laptop - (8 GB/256 GB SSD/Windows 11 Home/Intel UHD Graphics /1.7Kg/Black) EX215-54",3.8,78,17,"31,990","39,999",Amazon,32% off,10% Off on SBI Credit Cards,Positive
"ASUS Vivobook 15, 15.6-inch (39.62 cms) FHD, AMD Ryzen 7 3700U, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), M515DA-BQ722WS",4.5,0,0,"44,549","74,990",Amazon,40% off,10% Off on SBI Credit Cards,Positive
"(Renewed) Lenovo Thinkpad Laptop X250 Intel Core i5 - 5300u Processor, 8 GB Ram & 256 GB SSD, Win10, 12.5 Inches 1.3 KG Ultralight Computer",3.6,944,101,"20,099","89,999",Amazon,14% off,No Discounts,Positive
"MSI Gaming GF63 Thin, Intel 11th Gen. i5-11400H, 40CM FHD 60Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia RTX3050 4GB GDDR6/ Black/1.86Kg), 11UC-851IN",5,0,0,"62,990","83,900",Amazon,33% off,10% Off on SBI Credit Cards,Positive
AVITA PURA E14 NS14A6ING541-SGC Thin and Light 14 inches Laptop AMD Radeon R4 (APU Dual Core A6 9220e / 8GB /256 GB SSD / Windows 10 Home) 1.34 kg Shadow Grey,3.4,0,0,"26,250","33,490",Amazon,25% off,10% Off on SBI Credit Cards,Positive
"Dell Inspiron 3515 Laptop, AMD Ryzen 5-3450U, Win 11 + MSO'21, 8GB GDDR4, 512Gb SSD, Vega Graphics, 15.6"" (39.62Cms) FHD Anti-Glare, Carbon Black (D560790WIN9BE, 1.8Kgs)",3.7,0,0,"42,990","62,423",Amazon,21% off,10% Off on SBI Credit Cards,Positive
"Acer Extensa 15 Thin & Light Intel Processor Pentium Silver N5030 15.6 inches ( 39 cm ) Business Laptop (4GB RAM/256 GB SSD/Windows 11 Home/Black/1.9 Kg, EX215-31)",3.3,0,0,"23,490","39,999",Amazon,5% off,10% Off on SBI Credit Cards,Positive
"HP Chromebook 14 Intel Celeron N4020-4GB SDRAM/64GB eMMC + 256GB Expandable Storage 14inch(35.6 cm) Thin & Light Touchscreen Laptop (Chrome OS/B&O/Google Assistant/BL Keyboard/1.46 kg),14a-na0003TU",3.7,0,0,"31,532","35,999",Amazon,20% off,Flat INR 2250 Off on SBICards,Positive
"Lenovo ThinkBook 15 AMD Ryzen 3 5300U 15.6"" (39.62cm) FHD 220 Nits Antiglare Thin and Light Laptop (8GB/256GB SSD/Windows 11/MS Office/Mineral Grey/1.7 Kg), 21A4A09SIH",5,0,0,"38,190","67,050",Amazon,41% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS VivoBook 14 (2021), Intel Core i5-1135G7 11th Gen, 14-inch (35.56 cms) FHD Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2021/Windows 11/Iris Xe Graphics/Silver/1.6 Kg), X415EA-EK572WS",4.2,181,33,"49,990","72,990",Amazon,39% off,Flat INR 2000 Off on SBICards,Positive
Acer Aspire 3 Intel Core i3 11th Generation 15.6-inch (39.6 cms) Full HD Laptop - (8 GB/256 GB SSD/Windows 11 Home/Intel UHD Graphics /1.7 Kg/Silver) A315-58,3.6,547,63,"34,990","55,000",Amazon,32% off,Flat INR 500 Off on SBI Cards,Positive
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SDD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01K4IN",4.3,354,38,"61,490","1,00,690",Amazon,20% off,10% Off on SBI Credit Cards,Positive
"MSI Modern 14, Intel i5-10210U, 14""(35cm) FHD IPS-Level 60Hz Panel Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Intel UHD Graphics/Carbon Grey/1.3Kg), B10MW-639IN",4.2,0,0,"41,990","61,990",Amazon,27% off,Flat INR 500 Off on SBI Cards,Positive
"Lenovo IdeaPad Slim 3 Chromebook Intel Celeron N4020 14'' (35.56cm) FHD Thin & Light Laptop (4GB/64GB eMMC/Chrome OS/Upto 10hr Battery/2W x2 HD Speaker/Platinum Grey/1.4Kg), 82C1002EHA",3.5,1075,122,"21,990","34,890",Amazon,26% off,10% Off on SBI Credit Cards,Positive
"Acer Extensa Intel Core i3 11th Gen Intel Core i3 15.6"" (39.6 cms) Laptop - (8 GB/256 GB SSD/Windows 11 Home/Intel UHD Graphics /1.7Kg/Black) EX215-54",3.8,0,0,"31,990","39,999",Amazon,24% off,Flat INR 500 Off on SBI Cards,Positive
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K10198IN",4,0,0,"52,990","82,490",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"MSI Gaming Pulse GL66, Intel 11th Gen. i7-11800H, 40CM QHD 165Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 10 Home/Nvidia RTX 3070 8GB GDDR 6/Grey/2.25Kg), 11UGK-431IN",5,821,101,"1,08,990","1,79,990",Amazon,20% off,10% Off on SBI Credit Cards,Positive
"HP Pavilion x360 11th Gen Intel Core i3 14 inches FHD, IPS, Convertible Laptop (8GB RAM/256GB SSD/Audio by B&O/Windows 11 Home MS Office/Natural Silver/1.52 Kg) -14-dy0190TU",4.4,2013,267,"48,490","62,991",Amazon,30% off,10% Off on SBI Credit Cards,Positive
(Renewed) HP Stream 11 Pro G4 11.6in LCD Netbook - Intel Celeron N3350 Dual-core (2 Core) 1.10 GHz - 4 GB DDR3L SDRAM - 64 GB Flash Memory,1,3078,322,"14,999","50,000",Amazon,27% off,10% Off on SBI Credit Cards,Negative
"Lenovo IdeaPad Slim 3 Intel Core i3 10th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/1TB HDD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WB01E7IN",3.6,585,55,"32,990","57,990",Amazon,29% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook 14 (2021), Intel Core i5-1135G7 11th Gen, 14-inch (35.56 cms) FHD Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2021/Windows 11/Iris Xe Graphics/Silver/1.6 Kg), X415EA-EK572WS",4.2,0,0,"49,990","72,990",Amazon,27% off,10% Off on SBI Credit Cards,Positive
"Redmi Book Pro Intel Core i5 11th Gen H Series 15.6-inch(39.62 cms) Thin and Light Laptop (8GB/512 GB SSD/Windows 10 Home) (Charcoal Gray, 1.8 kg, with MS Office)",4,0,0,"39,990","59,999",Amazon,9% off,10% Off on SBI Credit Cards,Positive
"Acer Aspire 3 AMD Ryzen 3 3250U Processor 15.6"" (39.6 cms) Full HD Laptop - (8 GB/512 GB SSD/Windows 11 Home/AMD Radeon Graphics /1.9Kg/Silver) A315-23",4,53,10,"34,900","44,999",Amazon,40% off,10% Off on SBI Credit Cards,Positive
"ASUS Vivobook 15, 15.6-inch (39.62 cms) FHD, AMD Ryzen 5 3500U, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), M515DA-BQ512WS, Transparent Silver",3.8,311,39,"40,800","57,990",Amazon,31% off,10% Off on SBI Credit Cards,Positive
"(Renewed) Lenovo Latitude X260 Intel Core i3-6100u Processor 6th Gen 12.5 Inches Laptop (4 GB Ram & 128GB SSD, Windows 10 Pro, Ultra Slim & Feather Light 1.4KG)",4,0,0,"18,799","30,000",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"ASUS TUF Gaming A15 (2021), 15.6-inch (39.62 cm) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIA GeForce RTX 3050 Graphics, Gaming Laptop (8GB/512GB SSD/Windows 11/Black/2.3 kg), FA506IC-HN005W",4.2,631,106,"70,990","92,990",Amazon,11% off,10% Off on SBI Credit Cards,Positive
"Honor MagicBook X 14, Intel Core i3-10110U 14 inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/256GB PCIe SSD/Windows 10/Fingerprint Power Button/1.38Kg), Gray, (NobelBR-WAI9B)",4.4,0,0,"34,490","54,999",Amazon,29% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook 15 - AMD Ryzen 3 3250U-15.6-inch FHD IPS Thin and Light Laptop (8GB/512GB NVMe SSD/Integrated Radeon Graphics/Windows 11/MS Office H&S 2021/1 Yr. McAfee/Silver/1.9 kg), M515DA-BQ332WS",4.6,0,0,"34,900","49,990",Amazon,22% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad 3 11th Gen Intel Core i5 15.6"" FHD Laptop (8GB/512 GB SSD/Windows 11/Office 2021/Fingerprint Reader/2 Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800K7IN",0,463,65,"48,790","82,090",Amazon,34% off,Flat INR 500 Off on SBI Cards,Negative
Hp Victus Latest Amd Ryzen 7-5800H Processor 16.1 Inches Fhd Gaming Laptop (16Gb Ram/ 512Gb Ssd/4Gb Rtx 3050 Graphics/ Flicker Free/144Hz Display/B&O/Backlit Kb/Windows 11 Home/Mso/2.48 Kg) 16-E0351Ax,4.3,0,0,"79,990","1,00,581",Amazon,30% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS TUF Gaming A15, 15.6"" (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/Windows 11/Black/2.30 Kg), FA506QM-HN124W",4.2,0,0,"99,990","1,19,990",Amazon,27% off,Flat INR 500 Off on SBI Cards,Positive
"HP Pavilion 14 12th Gen Intel Core i5 16GB SDRAM/512GB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel UHD Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/FPR/MSO 2021/Natural Silver, 14-dv2014TU",4.2,0,0,"68,490","78,294",Amazon,23% off,10% Off on SBI Credit Cards,Positive
Acer Aspire 3 11th Generation Intel Core i5-1135G7 15.6-inch (39.6 cms) Full HD Laptop Computer - (8 GB/512GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-58,3.6,0,0,"47,980","61,999",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"HP Pavilion 15 11th Gen Intel Core i5-8GB RAM/512GB SSD 15.6 inch(39.6 cm)Laptop, FHD Anti-Glare Display/ Intel Iris Xe Graphics/Backlit KB/B&O Audio/Windows 11/ 1.75kg, 15-eg1000TU",4.1,98,12,"62,500","78,000",Amazon,23% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/FPR/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81X800J1IN",4,0,0,"51,490","84,890",Amazon,40% off,10% Off on SBI Credit Cards,Positive
"HP Pavilion Gaming Latest AMD Ryzen 5 5600H Processor 15.6""(39.6cm)FHD Gaming Laptop (8GB/512GB SSD/Windows 11 Home/NVIDIA GeForce GTX 1650 4GB Graphics/B&O/Backlit KB/MSO/1.98 Kg), 15-ec2150AX",4,200,35,"56,490","71,343",Amazon,37% off,10% Off on SBI Credit Cards,Positive
